web-scraper-order,web-scraper-start-url,pic-src,name,price
"1629532794-3985","https://www.flightclub.com/air-jordans/air-jordan-9?page=2","https://cdn.flightclub.com/750/TEMPLATE/256216/1.jpg","Air Jordan 9 Retro TD 'Dark Charcoal Uni…versity Gold'","$116+"
"1629532792-3961","https://www.flightclub.com/air-jordans/air-jordan-9?page=3","https://cdn.flightclub.com/750/TEMPLATE/010717/1.jpg","Air Jordan 9 Retro 'Countdown Pack'","$400+"
"1629532797-4023","https://www.flightclub.com/air-jordans/air-jordan-9?page=1","https://cdn.flightclub.com/750/TEMPLATE/011630/1.jpg","Air Jordan 9 Retro 'Johnny Kilroy'","$450+"
"1629532797-4030","https://www.flightclub.com/air-jordans/air-jordan-9?page=1","https://cdn.flightclub.com/750/TEMPLATE/803108/1.jpg","Air Jordan 9 Retro 'City of Flight'","$260+"
"1629532792-3953","https://www.flightclub.com/air-jordans/air-jordan-9?page=3","https://cdn.flightclub.com/placeholders/dash.png?w=360","Air Jordan 9 Retro NRG 'Michigan Wolv…erines' PE","$2800+"
"1629532785-3886","https://www.flightclub.com/air-jordans/air-jordan-9?page=6","https://cdn.flightclub.com/750/TEMPLATE/010162/1.jpg","Air Jordan 9 Retro BG","Out of stock"
"1629532792-3976","https://www.flightclub.com/air-jordans/air-jordan-9?page=3","https://cdn.flightclub.com/750/TEMPLATE/012569/1.jpg","Air Jordan 9 Retro 'Jordan Brand Clas…sic'","$1900+"
"1629532785-3872","https://www.flightclub.com/air-jordans/air-jordan-9?page=6","https://cdn.flightclub.com/750/TEMPLATE/010182/1.jpg","Air Jordan 9 Bg","Out of stock"
"1629532797-4026","https://www.flightclub.com/air-jordans/air-jordan-9?page=1","https://cdn.flightclub.com/750/TEMPLATE/012280/1.jpg","Air Jordan 9 Retro 'Statue'","$135+"
"1629532785-3862","https://www.flightclub.com/air-jordans/air-jordan-9?page=6","https://cdn.flightclub.com/750/TEMPLATE/010180/1.jpg","Air Jordan 9 Retro BG","Out of stock"
"1629532787-3914","https://www.flightclub.com/air-jordans/air-jordan-9?page=5","https://cdn.flightclub.com/750/TEMPLATE/010277/1.jpg","Air Jordan 9 Retro GS","Out of stock"
"1629532797-4017","https://www.flightclub.com/air-jordans/air-jordan-9?page=1","https://cdn.flightclub.com/750/TEMPLATE/256213/1.jpg","Air Jordan 9 Retro GS 'Dark Charcoal Uni…versity Gold'","$145+"
"1629532789-3930","https://www.flightclub.com/air-jordans/air-jordan-9?page=4","https://cdn.flightclub.com/placeholders/dash.png?w=360","Air Jordan 9 Retro PS","$140+"
"1629532789-3945","https://www.flightclub.com/air-jordans/air-jordan-9?page=4","https://cdn.flightclub.com/750/TEMPLATE/010057/1.jpg","Air Jordan 9 Retro Low","Out of stock"
"1629532794-4006","https://www.flightclub.com/air-jordans/air-jordan-9?page=2","https://cdn.flightclub.com/750/TEMPLATE/011641/1.jpg","Air Jordan 9 Retro 'Slim Jenkins'","$360+"
"1629532787-3911","https://www.flightclub.com/air-jordans/air-jordan-9?page=5","https://cdn.flightclub.com/750/TEMPLATE/010563/1.jpg","Air Jordan 9 Retro Low 'Mike Bibby Play…er Exclusive'","Out of stock"
"1629532785-3889","https://www.flightclub.com/air-jordans/air-jordan-9?page=6","https://cdn.flightclub.com/750/TEMPLATE/010394/1.jpg","First Jordan 9","Out of stock"
"1629532794-4008","https://www.flightclub.com/air-jordans/air-jordan-9?page=2","https://cdn.flightclub.com/750/TEMPLATE/159435/1.jpg","Air Jordan 9 Retro Pinnacle 'Baseball …Glove Black'","$300+"
"1629532792-3973","https://www.flightclub.com/air-jordans/air-jordan-9?page=3","https://cdn.flightclub.com/750/TEMPLATE/012417/1.jpg","Air Jordan 9 Retro Low BG 'Snakeskin'","$119+"
"1629532785-3860","https://www.flightclub.com/air-jordans/air-jordan-9?page=6","https://cdn.flightclub.com/750/TEMPLATE/010393/1.jpg","Air Jordan 9 Retro Gs","Out of stock"
"1629532797-4024","https://www.flightclub.com/air-jordans/air-jordan-9?page=1","https://cdn.flightclub.com/750/TEMPLATE/249375/1.jpg","Air Jordan 9 Retro GS 'University Blue'","$150+"
"1629532792-3975","https://www.flightclub.com/air-jordans/air-jordan-9?page=3","https://cdn.flightclub.com/750/TEMPLATE/011277/1.jpg","Air Jordan 9 Retro GS","$807+"
"1629532792-3965","https://www.flightclub.com/air-jordans/air-jordan-9?page=3","https://cdn.flightclub.com/750/TEMPLATE/805241/1.jpg","Air Jordan 9 Retro Boot NRG 'Green Ab…yss'","$250+"
"1629532792-3971","https://www.flightclub.com/air-jordans/air-jordan-9?page=3","https://cdn.flightclub.com/placeholders/dash.png?w=360","Air Jordan 9 'Photo Blue' Black Bottom","$246+"
"1629532797-4037","https://www.flightclub.com/air-jordans/air-jordan-9?page=1","https://cdn.flightclub.com/750/TEMPLATE/011237/1.jpg","Air Jordan 9 Retro '2010 Release'","$379+"
"1629532794-3995","https://www.flightclub.com/air-jordans/air-jordan-9?page=2","https://cdn.flightclub.com/750/TEMPLATE/012293/1.jpg","Air Jordan 9 Retro BG 'Anthracite'","$150+"
"1629532794-4002","https://www.flightclub.com/air-jordans/air-jordan-9?page=2","https://cdn.flightclub.com/750/TEMPLATE/010648/1.jpg","Baby Jordan 9 Retro Infant","$225+"
"1629532792-3970","https://www.flightclub.com/air-jordans/air-jordan-9?page=3","https://cdn.flightclub.com/750/TEMPLATE/011105/1.jpg","Baby Jordan 9 Retro","$100+"
"1629532789-3934","https://www.flightclub.com/air-jordans/air-jordan-9?page=4","https://cdn.flightclub.com/750/TEMPLATE/011452/1.jpg","Air Jordan Fusion 9 Low LS 'Midnight Navy'","$340+"
"1629532794-3990","https://www.flightclub.com/air-jordans/air-jordan-9?page=2","https://cdn.flightclub.com/750/TEMPLATE/012418/1.jpg","Air Jordan 9 Retro Low 'Snakeskin'","$180+"
"1629532785-3876","https://www.flightclub.com/air-jordans/air-jordan-9?page=6","https://cdn.flightclub.com/placeholders/dash.png?w=360","Air Jordan Fusion 9 TD 'White University …Blue'","Out of stock"
"1629532789-3949","https://www.flightclub.com/air-jordans/air-jordan-9?page=4","https://cdn.flightclub.com/750/TEMPLATE/010324/1.jpg","Air Jordan 9 OG","Out of stock"
"1629532792-3964","https://www.flightclub.com/air-jordans/air-jordan-9?page=3","https://cdn.flightclub.com/750/TEMPLATE/136553/1.jpg","Air Jordan 9 Retro GS 'Dream it, Do It'","$129+"
"1629532787-3894","https://www.flightclub.com/air-jordans/air-jordan-9?page=5","https://cdn.flightclub.com/placeholders/dash.png?w=360","Air Jordan 9 Retro 'Oregon Ducks'","Out of stock"
"1629532787-3905","https://www.flightclub.com/air-jordans/air-jordan-9?page=5","https://cdn.flightclub.com/750/TEMPLATE/010251/1.jpg","Air Jordan 9 Retro GS","Out of stock"
"1629532789-3943","https://www.flightclub.com/air-jordans/air-jordan-9?page=4","https://cdn.flightclub.com/750/TEMPLATE/241898/1.jpg","Air Jordan Retro 9 BP 'Los Angeles'","Out of stock"
"1629532789-3944","https://www.flightclub.com/air-jordans/air-jordan-9?page=4","https://cdn.flightclub.com/placeholders/dash.png?w=360","Air Jordan 9 Retro MCS Baseball Cleat …'Re2pect'","Out of stock"
"1629532785-3883","https://www.flightclub.com/air-jordans/air-jordan-9?page=6","https://cdn.flightclub.com/placeholders/dash.png?w=360","Air Jordan Fusion 9 GS 'Graphite'","Out of stock"
