web-scraper-order,web-scraper-start-url,pic-src,name,price
"1629532340-2108","https://www.flightclub.com/air-jordans/air-jordan-1?page=8","https://cdn.flightclub.com/750/TEMPLATE/143183/1.jpg","Air Jordan 1 Mid 'Shattered Backboa…rd'","$185+"
"1629532350-2228","https://www.flightclub.com/air-jordans/air-jordan-1?page=4","https://cdn.flightclub.com/750/TEMPLATE/804911/1.jpg","Air Jordan 1 Retro High OG 'Pine Green'","$399+"
"1629532291-1506","https://www.flightclub.com/air-jordans/air-jordan-1?page=28","https://cdn.flightclub.com/750/TEMPLATE/147191/1.jpg","Wmns Air Jordan 1 Mid 'Metallic Turqu…oise'","$105+"
"1629532350-2253","https://www.flightclub.com/air-jordans/air-jordan-1?page=4","https://cdn.flightclub.com/750/TEMPLATE/806313/1.jpg","Air Jordan 1 Mid 'Pine Green'","$117+"
"1629532277-1350","https://www.flightclub.com/air-jordans/air-jordan-1?page=34","https://cdn.flightclub.com/750/TEMPLATE/011846/1.jpg","Air Jordan 1 Retro High OG BG 'Bred' 2013","$463+"
"1629532294-1550","https://www.flightclub.com/air-jordans/air-jordan-1?page=27","https://cdn.flightclub.com/placeholders/dash.png?w=360","Air Jordan 1 Retro High Premium GS 'W…hite Black'","$418+"
"1629532316-1815","https://www.flightclub.com/air-jordans/air-jordan-1?page=18","https://cdn.flightclub.com/750/TEMPLATE/261773/1.jpg","Air Jordan 1 Low GS 'University Gold Bla…ck'","$74+"
"1629532289-1502","https://www.flightclub.com/air-jordans/air-jordan-1?page=29","https://cdn.flightclub.com/750/TEMPLATE/012215/1.jpg","Air Jordan 1 Mid GG 'Lola Bunny'","$447+"
"1629532348-2215","https://www.flightclub.com/air-jordans/air-jordan-1?page=5","https://cdn.flightclub.com/750/TEMPLATE/246156/1.jpg","Air Jordan 1 Low 'Reverse Bred'","$105+"
"1629532357-2317","https://www.flightclub.com/air-jordans/air-jordan-1?page=1","https://cdn.flightclub.com/750/TEMPLATE/172524/1.jpg","Air Jordan 1 Retro High OG 'University …Blue'","$340+"
"1629532304-1673","https://www.flightclub.com/air-jordans/air-jordan-1?page=23","https://cdn.flightclub.com/750/TEMPLATE/248035/1.jpg","Air Jordan 1 Retro Crib 'Fragment'","$55+"
"1629532301-1624","https://www.flightclub.com/air-jordans/air-jordan-1?page=24","https://cdn.flightclub.com/750/TEMPLATE/265932/1.jpg","Air Jordan 1 Mid PS 'Purple Pulse Glaci…er Blue'","$65+"
"1629532294-1553","https://www.flightclub.com/air-jordans/air-jordan-1?page=27","https://cdn.flightclub.com/750/TEMPLATE/265229/1.jpg","Air Jordan 1 Centre Court 'University G…old'","$70+"
"1629532323-1896","https://www.flightclub.com/air-jordans/air-jordan-1?page=15","https://cdn.flightclub.com/750/TEMPLATE/274286/1.jpg","Wmns Air Jordan 1 High Zoom Comfort …'Lemon Twist'","$144+"
"1629532281-1385","https://www.flightclub.com/air-jordans/air-jordan-1?page=32","https://cdn.flightclub.com/750/TEMPLATE/137449/1.jpg","Wmns Air Jordan 1 Low Slip 'Atmosphe…re Grey'","$125+"
"1629532336-2069","https://www.flightclub.com/air-jordans/air-jordan-1?page=10","https://cdn.flightclub.com/750/TEMPLATE/804729/1.jpg","Air Jordan 1 Retro High OG 'Guava Ice'","$200+"
"1629532338-2077","https://www.flightclub.com/air-jordans/air-jordan-1?page=9","https://cdn.flightclub.com/750/TEMPLATE/207256/1.jpg","Air Jordan 1 Mid SE 'South Beach'","$125+"
"1629532352-2275","https://www.flightclub.com/air-jordans/air-jordan-1?page=3","https://cdn.flightclub.com/750/TEMPLATE/266848/1.jpg","Air Jordan 1 Mid GS 'Pastel'","$105+"
"1629532299-1618","https://www.flightclub.com/air-jordans/air-jordan-1?page=25","https://cdn.flightclub.com/750/TEMPLATE/276303/1.jpg","Air Jordan 1 Low SE GS 'Paint Splatter'","$100+"
"1629532286-1453","https://www.flightclub.com/air-jordans/air-jordan-1?page=30","https://cdn.flightclub.com/750/TEMPLATE/803187/1.jpg","Wmns Air Jordan 1 Retro High 'Season …of Her: Mint'","$279+"
"1629532299-1615","https://www.flightclub.com/air-jordans/air-jordan-1?page=25","https://cdn.flightclub.com/750/TEMPLATE/166296/1.jpg","Air Jordan 1 Retro High OG BG 'Black G…ym Red'","$85+"
"1629532289-1474","https://www.flightclub.com/air-jordans/air-jordan-1?page=29","https://cdn.flightclub.com/placeholders/dash.png?w=360","Air Jordan 1 Retro Low 'Hyper Royal'","$436+"
"1629532333-2030","https://www.flightclub.com/air-jordans/air-jordan-1?page=11","https://cdn.flightclub.com/750/TEMPLATE/135809/1.jpg","Air Jordan 1 Mid 'Bred'","$130+"
"1629532284-1420","https://www.flightclub.com/air-jordans/air-jordan-1?page=31","https://cdn.flightclub.com/750/TEMPLATE/154649/1.jpg","Air Jordan 1 Low GS 'White Black'","$115+"
"1629532289-1487","https://www.flightclub.com/air-jordans/air-jordan-1?page=29","https://cdn.flightclub.com/750/TEMPLATE/174388/1.jpg","Wmns Air Jordan 1 Mid 'Black Glitter'","$237+"
"1629532357-2318","https://www.flightclub.com/air-jordans/air-jordan-1?page=1","https://cdn.flightclub.com/750/TEMPLATE/162310/1.jpg","Air Jordan 1 Retro High OG 'Dark Mocha'","$352+"
"1629532284-1443","https://www.flightclub.com/air-jordans/air-jordan-1?page=31","https://cdn.flightclub.com/750/TEMPLATE/150118/1.jpg","Air Jordan 1 Low 'Coral Stardust'","$247+"
"1629532333-2038","https://www.flightclub.com/air-jordans/air-jordan-1?page=11","https://cdn.flightclub.com/750/TEMPLATE/802908/1.jpg","Air Jordan 1 Retro High OG G8RD 'Blue L…agoon'","$202+"
"1629532284-1434","https://www.flightclub.com/air-jordans/air-jordan-1?page=31","https://cdn.flightclub.com/750/TEMPLATE/800781/1.jpg","Air Jordan 1 Ultra High 'Banned'","$189+"
"1629532348-2219","https://www.flightclub.com/air-jordans/air-jordan-1?page=5","https://cdn.flightclub.com/750/TEMPLATE/164669/1.jpg","Air Jordan 1 Low 'Smoke Grey'","$180+"
"1629532348-2204","https://www.flightclub.com/air-jordans/air-jordan-1?page=5","https://cdn.flightclub.com/750/TEMPLATE/196593/1.jpg","Air Jordan 1 Mid SE 'Royal Black Toe'","$145+"
"1629532321-1889","https://www.flightclub.com/air-jordans/air-jordan-1?page=16","https://cdn.flightclub.com/750/TEMPLATE/802511/1.jpg","Air Jordan 1 Retro High OG 'Wheat'","$205+"
"1629532321-1887","https://www.flightclub.com/air-jordans/air-jordan-1?page=16","https://cdn.flightclub.com/750/TEMPLATE/181840/1.jpg","Air Jordan 1 Mid PS 'Chicago Black Toe'","$104+"
"1629532318-1854","https://www.flightclub.com/air-jordans/air-jordan-1?page=17","https://cdn.flightclub.com/750/TEMPLATE/169217/1.jpg","Wmns Air Jordan 1 Mid 'Alternate Swoo…sh'","$141+"
