web-scraper-order,web-scraper-start-url,image-src,year,colorway
"1629607254-5297","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/f8264f85-9481-44cf-b957-4dbe9b77d775/white-metallic-silver-university-red-black.png","2017","2017White / Metallic Silver — University Red — Black"
"1629607254-5306","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/a6f51c38-7ad3-406c-83e8-1f78dc422ed5/black-gym-red-white.png","2020","2020Black / Gym Red — White"
"1629607254-5291","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/rzovphhotvhgtk18c0we/white-team-red-black.png","2017","2017White / Team Red / Black"
"1629607254-5277","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/53fbf47d-e3e1-49bc-87de-a1fd53311fae/teal-blustery-ochre.png","","Teal / Blustery Ochre"
"1629607254-5308","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/ab55d47b-1ab2-4c01-9fa0-393324eeb253/white-white%E2%80%94lucky-green.png","2020","2020White / White—Lucky Green"
"1629607254-5293","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/c5ae3d65-6ca0-4a04-a240-922949cac155/white-metallic-silver.png","2017","2017White / Metallic Silver"
"1629607254-5298","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/eumurtbvbucduwffggd6/elemental-gold-baroque-brown-%E2%80%94-gum-yellow.png","2017","2017Elemental Gold / Baroque Brown — Gum Yellow"
"1629607254-5281","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/gdaqiplfnri8tgvwpxje/white-seal-brown-team-orange.png","","White / Seal Brown — Team Orange"
"1629607254-5288","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/hgjh1i9xrtxykl81dvva/black-dark-grey-%E2%80%94-white-chrome.png","2015","2015Black / Dark Grey — White Chrome"
"1629607254-5279","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/yn9ucy1lwogisiicrnvm/sport-teal-black.png","","Sport Teal / Black"
"1629607254-5283","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/c7woispcqjvwgud6rj4l/white-black-%E2%80%94-true-red-%E2%80%94-cement-grey.png","2014","2014White / Black — True Red — Cement Grey"
"1629607254-5307","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/b3655e24-aca5-4fec-b65f-c51417997b29/navy-flint-grey-%E2%80%94-white-%E2%80%94-university-blue-.png","2020","2020Navy / Flint Grey — White — University Blue"
"1629607254-5299","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/jvh0f2kivz95hdqizemd/black-altitude-green-.png","2017","2017Black / Altitude Green"
"1629607254-5303","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/r30vlmjecbztpvmzfox9/atmosphere-grey-black-%E2%80%94-white.png","2019","2019Atmosphere Grey / Black — White"
"1629607254-5300","https://www.jordan.com/collection/air-jordan-13","https://static.nike.com/a/images/nusgtzokhhomclfboxzi/black-true-red-%E2%80%94-olive.png","2018","2018Black / True Red — Olive"
