web-scraper-order,web-scraper-start-url,image-src,year,colorway
"1629607116-5236","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/5846a2cd-422c-463a-bb1a-359357bc48dd/black-fire-red-cement-grey.png","2020","2020Black / Fire Red — Cement Grey"
"1629607116-5233","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/vroqdfmnh8e4hzzrwak4/black-concord-white.png","2019","2019Black / Concord — White"
"1629607116-5222","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/hvee94kadyiuf1k7rssc/cool-grey-sail.png","2016","2016Cool Grey / Sail"
"1629607116-5239","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/n0ph06d0hfv5n3wzvzdv/black-fuchsia-blast.png","2018","2018Black / Fuchsia Blast"
"1629607116-5243","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/l8npbqbwdwt3oycyduox/white-pink-black.png","2019","2019White / Pink — Black"
"1629607116-5227","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/cx8vhkiyu4faad3z9qcw/white-iridescent.png","2018","2018White / Iridescent"
"1629607116-5232","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/x3nfh24ksubh8sclh247/light-bone-sail-black.png","2019","2019Light Bone / Sail — Black"
"1629607116-5241","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/hak2x3vrlwnx7nw20hnq/neutral-olive-metallic-stout-sail.png","2018","2018Neutral Olive / Metallic Stout — Sail"
"1629607116-5226","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/c582f940-71fd-40a0-9651-5cef3e2b01e8/white-university-blue-midnight-navy.png","2017","2017White / University Blue — Midnight Navy"
"1629607116-5228","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/p7p33ptsnqialpns6n61/cool-grey-white.png","2018","2018Cool Grey / White"
"1629607116-5215","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/e81htgdb5ro4tebfevuo/white-cobalt-zen-grey-cement-grey-low.png","2015","2015White / Cobalt — Zen Grey — Cement Grey"
"1629607116-5231","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/v10gjrbkfmnlpkx6pzsp/white-black-dark-concord.png","2018","2018White / Black — Dark Concord"
"1629607116-5244","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/13e9d899-19ce-4e47-a89d-20609b1ba701/white-black-concord-.png","2020","2020White / Black — Concord"
"1629607116-5223","https://www.jordan.com/collection/air-jordan-11","https://static.nike.com/a/images/gunpfemszi7drsnu9e4o/whiteuniversity-blue.png","2017","2017White / University Blue"
